user_id,age,days_since_signup,past_purchases,is_treatment,time_spent_mins,is_retained
18479,33,45,3,0,17.010284420221428,0
18480,42,117,1,1,22.84219468598676,1
18481,37,144,0,0,15.446424795707888,0
18482,53,324,2,0,25.865577174519736,0
18483,34,234,4,1,27.827998400185002,0
18484,48,353,3,0,29.21142814268867,0
18485,43,216,2,1,23.330075926298314,0
18486,42,14,2,0,14.557500788266996,1
18487,18,88,0,0,17.86586632925954,0
18488,44,16,2,1,23.236470780857218,1
18489,33,42,3,1,15.91883220870036,0
18490,30,254,3,1,27.856010564672957,1
18491,20,121,3,0,22.52458227707994,0
18492,34,215,3,0,22.906344250470518,0
18493,35,271,5,1,32.91215361300752,0
18494,21,150,6,0,22.075373009955825,0
18495,20,168,2,1,20.803128893367965,1
18496,39,165,1,1,18.922143375404158,1
18497,43,338,0,0,15.027859678641605,0
18498,36,205,5,0,23.04010670204522,1
18499,46,84,5,1,30.383340168188074,1
18500,34,290,2,1,23.528592858519428,0
18501,34,229,5,1,24.98688123834723,1
18502,25,196,4,1,23.408855221873278,1
18503,19,4,1,0,19.659537170268333,0
18504,53,204,3,1,22.65567422907698,1
18505,46,179,1,0,21.226023106039207,0
18506,21,224,7,0,39.910928018081485,0
18507,36,269,0,0,4.0012778797081054,1
18508,33,167,3,1,9.841963129413303,1
18509,32,52,1,0,16.327831004437574,0
18510,30,234,6,1,22.873693000326597,1
18511,38,188,3,0,21.68988870179602,1
18512,43,263,1,0,17.6899439489575,0
18513,39,302,3,0,24.441951266544006,1
18514,33,314,2,1,26.21251378649306,1
18515,33,151,2,1,29.31930294544831,1
18516,44,320,0,0,3.300267725965492,0
18517,39,360,2,0,24.8223976322746,1
18518,35,167,4,0,28.321566427641883,0
18519,34,273,1,1,16.659480268879413,1
18520,38,263,2,1,22.730227030777282,0
18521,30,48,3,0,18.31584333506752,0
18522,43,60,3,1,20.3322174988327,1
18523,24,329,1,1,22.59984717070828,1
18524,30,311,1,1,25.452123313829397,0
18525,41,3,1,1,16.987673535682333,0
18526,23,175,2,1,22.78631209774745,0
18527,19,341,3,0,24.515219372727724,1
18528,35,77,3,0,9.985594142965809,0
18529,18,331,0,1,18.141899519297034,1
18530,22,343,3,0,23.48868491218992,0
18531,42,206,2,0,13.155240268430067,0
18532,32,210,1,1,20.145066290339464,0
18533,47,266,3,0,22.104840113604958,1
18534,22,26,1,1,19.342085559537868,1
18535,34,198,3,1,17.94354600066415,0
18536,38,279,1,0,12.911530836215631,0
18537,23,232,1,1,11.596857880056819,0
18538,45,133,1,0,18.45128752215769,1
18539,40,359,1,1,19.140955792387594,1
18540,18,358,2,0,26.59147081001292,0
18541,34,284,0,0,18.50465618529687,0
18542,38,204,2,0,17.06705218280578,1
18543,29,331,1,0,14.206786772927225,1
18544,20,89,0,1,17.37690866598906,1
18545,37,288,2,0,14.933167619483145,0
18546,57,174,1,0,21.16168111377447,1
18547,31,236,3,0,18.448931911429824,1
18548,50,251,5,1,25.278026992290606,1
18549,27,73,7,1,24.67808812204953,1
18550,37,248,2,0,19.884173630314645,1
18551,42,278,1,0,23.153019814964413,0
18552,34,268,5,1,24.3038728868092,1
18553,32,314,2,0,12.23343502781517,1
18554,42,107,3,0,24.07279218801398,0
18555,53,196,1,1,11.813012051715944,1
18556,38,135,1,1,12.757765891309946,1
18557,29,132,0,0,18.454340715164413,0
18558,33,64,1,0,22.009343094721494,0
18559,60,208,4,1,21.051844569766512,1
18560,36,124,1,0,10.58453129413353,0
18561,29,97,1,1,18.26830681742877,0
18562,23,325,2,1,25.94825721068371,0
18563,18,68,1,1,16.414008938254362,1
18564,38,93,4,1,25.96466980462162,0
18565,41,275,2,0,25.57001678616699,0
18566,31,98,3,1,25.38325515610598,1
18567,34,80,6,0,33.53020478680061,1
18568,23,296,2,1,25.1129970191235,0
18569,36,313,1,0,18.55445270304149,1
18570,39,66,3,1,23.933947036230578,1
18571,29,265,4,1,31.872602482903435,1
18572,51,83,5,1,25.64921298438443,1
18573,26,234,8,1,42.77368154278037,1
18574,37,157,2,0,13.876546889400496,0
18575,43,18,3,0,25.084643083203563,1
18576,34,135,2,0,17.71832450963096,0
18577,33,243,4,1,29.603007872074553,1
18578,20,204,2,0,17.299745428242957,1
18579,48,79,1,1,20.468393054096005,0
18580,33,143,0,0,25.769278134263452,1
18581,40,311,3,1,22.450764720334938,1
18582,41,8,4,1,23.132641860613507,1
18583,28,56,0,1,19.53941338666136,0
18584,33,148,0,0,11.323969664637048,1
18585,48,259,1,1,16.480558592327345,1
18586,23,203,5,0,21.952910895656288,1
18587,56,187,3,1,20.318106538887463,1
18588,27,118,2,0,17.706819764392208,1
18589,23,173,4,1,23.10370514179615,1
18590,36,226,1,1,16.42740034131587,0
18591,57,158,4,1,29.36543815909217,0
18592,18,292,2,1,26.97687395312838,0
18593,33,354,3,0,19.354279451312046,0
18594,39,163,3,1,26.584993196598695,1
18595,35,258,2,1,28.776112455155697,1
18596,38,149,0,1,8.928581451955994,0
18597,27,200,4,0,11.082086702166384,1
18598,29,22,2,0,21.93733634674825,0
18599,33,299,2,1,10.734732029932376,1
18600,23,185,1,1,20.608666812348293,1
18601,34,22,1,0,24.276849294611104,1
18602,31,255,2,1,23.193435954525125,1
18603,30,293,2,1,16.37444850936356,0
18604,38,26,0,0,13.608176033604007,1
18605,18,266,1,1,15.705780048118505,0
18606,32,208,2,0,14.150311078645718,1
18607,58,65,0,0,19.144131630249355,0
18608,24,324,4,0,29.457283554762917,0
18609,47,152,1,1,20.029160583243648,0
18610,35,143,4,0,23.028972553131695,0
18611,28,261,2,1,24.908353006873114,1
18612,21,58,4,1,30.389297670426284,1
18613,36,360,2,0,26.303197109954827,1
18614,49,129,4,0,31.0087112372428,1
18615,31,109,3,0,22.351643556947316,1
18616,34,147,1,0,6.470289713516291,1
18617,45,54,2,1,32.570879017892146,1
18618,38,208,1,0,14.374291450142817,0
18619,19,242,1,0,18.54704489781963,1
18620,35,114,1,0,7.914484461429762,0
18621,50,177,2,0,21.98697015211618,0
18622,34,130,1,1,17.786810728454956,0
18623,18,183,1,0,18.681175104385172,1
18624,38,54,0,0,9.073918459495276,0
18625,33,213,1,1,16.12545644780999,1
18626,18,330,0,1,21.18793091718753,1
18627,18,117,4,1,25.594978991948796,1
18628,44,270,1,1,11.854043670202051,1
18629,27,148,2,0,16.71258479180915,1
18630,25,79,1,1,22.146731312561762,1
18631,34,285,3,1,30.102764331025657,1
18632,28,105,2,0,25.00958722424174,0
18633,36,255,1,0,14.408951212239081,0
18634,32,80,3,0,20.67016100185917,0
18635,23,54,1,1,28.62407257420994,0
18636,29,361,2,0,23.92364028221197,1
18637,39,58,1,1,23.62438531220169,1
18638,35,208,1,1,24.348493862258913,0
18639,34,197,5,0,27.898712144340323,1
18640,54,128,2,1,23.723602927478666,0
18641,42,155,2,1,12.683418840605542,1
18642,43,315,1,0,18.633101574020515,1
18643,33,55,3,0,15.569742431217538,1
18644,37,160,3,0,25.617696737072734,0
18645,30,262,3,0,17.520536260477446,1
18646,42,180,1,0,10.833988624676465,1
18647,33,299,1,0,9.3965359441865,1
18648,37,11,0,0,11.161295887268075,0
18649,36,200,2,0,17.786381527850352,0
18650,34,277,4,0,22.003527684420433,0
18651,64,234,2,1,14.26225970543301,1
18652,28,78,0,0,22.165980309323338,1
18653,28,153,1,0,17.074749604295288,0
18654,41,142,3,1,27.36646405850122,0
18655,29,139,1,0,16.90941252926801,0
18656,32,19,2,1,30.019587877181277,0
18657,24,152,1,1,24.057988680944568,0
18658,39,46,5,0,22.077062752207624,0
18659,40,169,1,0,14.69194329404184,1
18660,31,83,3,0,17.728602658281233,1
18661,42,170,0,1,22.706717526346115,0
18662,18,213,2,0,19.576427358008065,0
18663,27,105,1,0,22.752186044007942,0
18664,33,102,3,1,25.498989745389128,1
18665,23,177,2,1,25.878843942245112,1
18666,18,214,2,0,30.04778677016678,0
18667,31,2,2,1,18.45146527778784,0
18668,41,84,4,0,25.032052898258893,1
18669,47,244,4,0,26.722619928308774,1
18670,29,68,1,1,20.559029862017187,1
18671,42,353,2,0,11.364807473491261,0
18672,41,248,2,0,20.515917434910598,1
18673,47,52,2,1,24.684652531464696,1
18674,31,287,3,1,28.588054680254633,0
18675,18,221,1,0,20.398123973174936,1
18676,35,197,1,0,14.19851787262676,1
18677,24,52,4,1,14.899462509980951,1
18678,27,3,1,0,22.3085222315083,1
18679,31,364,3,1,21.133983061203928,0
18680,31,290,4,0,18.692255986148965,1
18681,36,198,2,1,28.658670848627196,0
18682,42,352,3,0,19.86108202402251,1
18683,31,337,4,1,21.578507169943535,0
18684,38,282,0,1,22.5256488212674,0
18685,35,300,2,0,19.459330646986132,1
18686,44,236,4,0,21.46773635976216,0
18687,33,364,1,0,14.783062562754752,0
18688,34,144,0,1,20.20220533697323,1
18689,31,65,2,1,25.450279379928915,0
18690,33,114,1,1,16.605251971637536,1
18691,27,241,1,0,20.515868973276213,0
18692,26,287,0,1,16.36299406190105,0
18693,42,107,2,1,33.63100889782369,0
18694,24,156,2,0,19.77485212253855,0
18695,31,38,2,1,29.677132562636206,0
18696,45,229,1,1,16.912065653918397,0
18697,31,150,1,0,15.076473126695639,0
18698,43,137,2,1,24.467530367454543,0
18699,29,25,1,1,23.010581165079092,0
18700,24,36,1,1,25.896890579981235,0
18701,19,233,1,0,20.60443861818394,1
18702,48,158,2,1,19.173253363822262,1
18703,23,37,2,0,16.61881521508418,1
18704,42,205,1,0,16.629159588079457,1
18705,25,363,1,1,18.851251745163196,1
18706,48,238,1,1,26.551882744556647,1
18707,57,45,2,1,26.214221440247062,1
18708,18,337,2,0,21.659845532988083,1
18709,24,1,2,0,20.50119010895808,0
18710,42,331,3,1,23.016812126313738,1
18711,40,324,0,1,13.238915779683971,1
18712,42,149,3,1,24.66711016204462,1
18713,29,296,2,1,28.789308744014242,0
18714,54,129,1,0,12.597771788979014,1
18715,36,21,4,1,29.81951965322622,0
18716,22,9,2,0,20.420418036269663,0
18717,32,180,4,1,29.022647877749083,1
18718,22,175,1,1,20.87591936095053,1
18719,50,36,0,0,12.991587325387709,1
18720,28,238,5,1,27.581366295946957,1
18721,39,245,2,1,19.153219710349845,1
18722,30,189,3,1,25.447493756038195,1
18723,28,214,3,1,23.313118964700994,1
18724,18,67,1,1,18.91014187148996,1
18725,40,130,1,1,21.19865167223246,1
18726,47,352,1,1,29.248981262681383,1
18727,25,121,1,1,31.323205369915776,0
18728,19,316,2,1,18.470127455449784,1
18729,43,138,3,0,29.304537357649224,0
18730,18,99,2,0,21.02361308016616,1
18731,47,123,3,1,24.736557112874074,1
18732,25,363,1,0,23.96652115942868,1
18733,23,132,3,0,29.524987290912193,1
18734,37,177,3,1,23.45988332510929,1
18735,24,298,5,0,25.83116159685524,1
18736,27,60,1,0,30.196095234700827,0
18737,38,160,3,1,19.323592907662402,1
18738,18,75,2,1,19.973274102206663,1
18739,51,145,1,1,22.723504533250093,0
18740,35,316,5,1,27.78768601779657,0
18741,22,148,0,0,16.73601205318342,0
18742,24,64,3,0,16.709129417524828,1
18743,44,48,1,1,19.35702119368597,0
18744,41,355,1,0,12.378168514837196,1
18745,48,236,2,0,15.41421663979114,0
18746,28,192,0,0,12.462115563763536,0
18747,37,269,2,1,17.069596644418503,1
18748,39,351,1,0,18.641249316420954,1
18749,41,277,1,1,22.1273634422295,1
18750,46,74,4,1,19.107837374216935,0
18751,27,225,0,0,14.194392702326404,0
18752,33,295,3,1,24.144871655187583,1
18753,28,174,1,0,15.215362229399952,1
18754,34,95,3,0,23.683422630331908,1
18755,41,143,3,1,21.119631557315945,1
18756,18,9,4,0,25.833128699617358,0
18757,46,332,1,0,20.016857424679944,0
18758,23,241,3,1,16.134464556400964,0
18759,31,302,4,0,23.50047271343901,1
18760,47,337,3,1,26.79479022271649,1
18761,38,233,1,1,10.21269248560616,0
18762,38,259,2,0,15.542093475860469,0
18763,23,102,1,1,22.79985981339183,1
18764,24,361,1,0,21.45544438620611,0
18765,44,128,1,0,14.984851596912723,0
18766,29,88,0,1,18.06975890202797,1
18767,30,140,2,1,29.86998897353219,0
18768,44,317,2,0,8.865346030563375,1
18769,24,324,1,0,16.805048040549643,1
18770,37,353,1,1,8.727124039608182,1
18771,35,129,1,0,12.720581415208027,1
18772,34,101,0,1,16.062992847765685,0
18773,29,289,3,0,28.21651089063261,0
18774,29,243,1,0,18.02199849507819,1
18775,24,183,1,0,12.09544669239555,0
18776,39,49,3,1,24.04944951339456,1
18777,28,190,4,0,27.033337087941003,0
18778,44,212,2,0,21.151986011739638,0
18779,32,191,0,0,20.32008966056537,1
18780,24,324,2,0,21.45190667901191,0
18781,32,302,4,0,18.47660028320306,0
18782,30,363,0,0,14.694269337719803,1
18783,45,200,1,1,19.05113206166979,1
18784,31,47,2,0,25.74049288273175,0
18785,32,102,1,1,17.313591472188453,0
18786,49,263,6,0,22.59578721795708,1
18787,40,138,0,1,20.968838693124553,0
18788,51,295,1,1,25.237174011986177,0
18789,47,71,2,1,18.707332652801444,0
18790,26,178,0,1,19.524676730891866,1
18791,44,260,4,1,26.313433573271254,1
18792,50,321,3,1,24.66456997360051,1
18793,50,280,5,1,29.469151686534477,1
18794,44,149,3,1,25.614179151047278,0
18795,44,364,3,0,18.19217706973954,1
18796,31,262,4,1,25.259468696508932,0
18797,26,29,2,1,26.22864455018442,0
18798,31,322,1,0,11.037283992717436,1
18799,18,211,4,0,28.71995546259384,0
18800,48,245,3,1,20.450989546627202,1
18801,32,175,1,1,19.58373396829872,0
18802,47,301,1,1,23.654649362466465,1
18803,22,213,0,1,21.402875280993687,1
18804,45,21,2,0,25.68859030729641,1
18805,30,300,1,0,17.254601039197485,1
18806,22,85,0,1,18.554453018133607,1
18807,51,78,1,1,25.680019261212063,0
18808,46,291,1,0,15.688492795269584,1
18809,37,118,3,0,21.472308033323053,1
18810,35,272,2,1,16.994369982729683,1
18811,39,293,1,0,11.202609970906687,0
18812,36,327,4,1,28.03813608323764,1
18813,27,186,3,0,24.97053075296317,0
18814,30,258,3,0,21.628536368542253,0
18815,54,108,2,0,25.409064526966503,0
18816,61,176,1,0,26.430279489673644,1
18817,50,182,3,1,23.194430143690116,1
18818,39,65,3,1,24.894823420939293,1
18819,31,72,3,1,16.007504349720794,0
18820,27,45,1,0,17.299752896994885,0
18821,27,35,2,0,23.066321967507992,0
18822,29,230,1,1,11.728283209088147,1
18823,56,222,1,0,16.975931121046678,0
18824,53,33,4,1,26.852229620251066,1
18825,42,347,1,1,18.63078719039665,1
18826,25,174,2,1,17.065861605122556,0
18827,43,278,1,1,19.75756004012592,1
18828,32,7,3,0,14.777127362966528,0
18829,18,190,3,1,27.785634873279903,0
18830,37,171,0,1,19.235537649274256,0
18831,26,223,0,0,21.28392917966507,0
18832,26,250,2,0,14.598120391881606,1
18833,32,97,0,1,17.057190433083594,1
18834,30,263,2,1,28.047907584168563,0
18835,34,79,1,1,18.724327851180732,1
18836,34,116,3,0,26.710464429484606,0
18837,18,75,5,0,30.70528699152546,0
18838,50,279,1,1,21.693262607308036,0
18839,25,327,0,1,15.833990544001391,0
18840,25,255,0,1,15.192403445132058,1
18841,31,47,1,0,23.113422575097772,1
18842,33,57,0,1,18.49869970544529,0
18843,49,301,4,0,20.243798768270956,1
18844,37,194,1,0,22.89790859868744,0
18845,40,273,1,0,25.20949468474565,0
18846,37,303,0,0,7.82038414936463,1
18847,37,173,0,1,12.951374342175242,1
18848,38,96,0,0,18.4074774763262,0
18849,18,35,1,1,22.924205101560755,1
18850,32,124,4,0,22.69517011725296,1
18851,46,126,2,0,17.937097891925006,1
18852,74,65,4,0,25.072425362627843,1
18853,22,151,2,1,27.04216072372662,1
18854,39,80,3,1,30.201590866260226,0
18855,29,163,1,0,15.814294368566754,1
18856,55,338,0,0,16.640991020724663,1
18857,21,264,3,0,22.61333968306744,1
18858,41,140,5,1,31.23023751553259,1
18859,20,356,3,0,17.87344386131402,0
18860,31,94,0,0,18.68725806996668,1
18861,34,228,2,0,20.86771703317424,0
18862,45,241,2,1,17.24915873877324,1
18863,24,292,0,1,12.002244231025644,0
18864,41,213,1,1,26.14049493787005,1
18865,35,205,1,1,18.03019231792026,1
18866,37,76,1,1,22.787901628545633,0
18867,44,55,2,0,21.712630790205026,1
18868,22,287,1,1,20.253060121997166,0
18869,43,221,2,1,27.084845776012486,1
18870,29,154,1,0,25.784294692715555,0
18871,45,323,0,1,21.737766171259636,0
18872,38,364,3,1,24.077188994269598,1
18873,32,128,3,0,20.449356627691003,0
18874,29,122,4,0,19.8883459094668,1
18875,43,104,5,1,31.874869449157316,1
18876,47,9,3,0,13.779751598008085,1
18877,29,135,0,0,12.215679982742376,0
18878,23,119,3,0,15.150933174239483,0
18879,41,15,2,0,22.683363251021337,1
18880,20,71,3,1,27.39395554559915,1
18881,21,104,0,0,8.671605642800088,0
18882,24,127,1,1,26.0684051328755,1
18883,30,39,6,1,30.02931371493008,1
18884,21,121,7,0,29.818730636278737,0
18885,18,305,3,1,27.856228248771508,1
18886,23,204,2,1,25.744688774884075,1
18887,41,346,1,0,20.900390725526528,1
18888,22,81,1,1,20.409489866205377,0
18889,31,223,1,1,23.09739680609138,1
18890,54,216,5,1,26.21109022320407,1
18891,34,328,2,0,21.74433482822826,1
18892,38,101,2,0,19.830855608238004,1
18893,25,362,1,1,17.946078202245246,0
18894,56,249,1,0,12.063935014850154,1
18895,29,203,2,0,18.37529944634225,0
18896,32,156,4,1,31.048613780958096,0
18897,48,239,2,0,12.687149880610235,1
18898,33,215,1,1,20.890858418922374,0
18899,35,298,1,0,9.049353226032492,1
18900,32,175,1,0,12.316751325028065,0
18901,32,93,3,0,17.189914664224354,1
18902,38,242,3,1,17.025861102753904,0
18903,40,266,3,1,23.61693277479848,1
18904,28,31,1,1,24.184187010417045,1
18905,27,318,4,0,29.073335431278792,1
18906,28,243,4,1,29.149802680654656,0
18907,20,58,1,0,20.771451182787168,1
18908,19,212,1,0,13.999911033000721,1
18909,37,203,0,1,17.463709547978276,1
18910,44,261,2,0,17.325108958064178,0
18911,43,6,4,0,21.483531439041116,1
18912,18,191,2,1,20.21656396776973,1
18913,32,183,2,1,22.018968257561404,1
18914,23,211,2,0,28.940460101835757,0
18915,36,178,3,1,17.00353786095607,1
18916,30,61,0,1,15.871357704307412,0
18917,40,87,2,0,26.00021456853395,1
18918,34,183,3,0,22.11261421804675,0
18919,18,271,1,0,22.348731681836746,1
18920,25,163,2,1,19.996339270839854,1
18921,35,64,4,0,25.42071663251866,0
18922,35,161,1,1,12.67807023924047,1
18923,20,47,1,1,25.48920829159039,1
18924,19,83,0,1,24.526723755852952,0
18925,35,15,2,1,32.335297394354654,0
18926,20,116,0,1,15.788743203228812,0
18927,18,146,3,1,22.9609763838541,1
18928,30,230,2,1,17.020779858152203,0
18929,30,210,2,1,24.061045505762387,1
18930,26,3,3,0,23.816842929251088,0
18931,27,2,1,1,15.278559471411615,1
18932,35,222,1,0,12.373754106256557,1
18933,27,364,2,1,22.411214619748858,1
18934,35,44,1,1,18.79729837230667,1
18935,31,166,0,1,22.423486426280547,1
18936,36,105,5,0,26.67811105168284,0
18937,43,364,3,1,30.13073423069688,1
18938,43,17,4,1,32.22183734732572,1
18939,47,315,2,1,18.262983486062332,1
18940,43,202,6,0,30.52901380124842,1
18941,37,50,0,1,18.597895828321175,0
18942,30,318,1,0,20.695830251532907,0
18943,31,266,3,1,26.86656334078712,0
18944,26,24,1,1,26.141360898265823,1
18945,35,209,2,1,31.570537060812054,1
18946,41,106,5,0,24.65669449264547,0
18947,27,188,2,0,12.531352093328078,0
18948,34,139,3,1,30.329877585174927,0
18949,28,364,2,1,24.289242879580403,0
18950,37,208,1,0,25.03472999792531,1
18951,29,258,3,1,28.185941836656742,0
18952,27,361,1,1,15.807639983809757,0
18953,28,177,1,1,24.57609322203953,1
18954,40,191,5,1,33.25713735446902,1
18955,34,105,3,0,23.712502984389005,1
18956,30,17,2,0,17.37056672068225,0
18957,37,34,4,0,25.75242059202675,1
18958,30,299,1,1,21.422174714845646,1
18959,46,213,2,0,21.556357138146236,1
18960,25,115,3,1,23.159275968801214,0
18961,33,314,2,0,30.74864545659036,0
18962,20,88,1,0,21.619841819035173,0
18963,31,351,3,1,11.903566982206163,1
18964,18,334,2,1,23.040491567160856,0
18965,42,184,1,0,18.448721077759867,0
18966,42,170,3,0,26.10298584553819,1
18967,42,144,3,0,13.460702633005589,1
18968,35,348,3,0,20.622265984568145,1
18969,26,166,2,0,19.578719165390574,0
18970,26,22,2,1,28.383802050346155,1
18971,50,62,4,1,28.71263825356999,1
18972,49,141,5,0,25.372902146329878,0
18973,36,363,3,0,15.754383161855035,1
18974,29,268,1,0,26.69787575378688,1
18975,48,253,0,0,17.340971443667414,0
18976,28,355,3,1,19.65380949229148,0
18977,37,251,2,0,15.506513810328084,1
18978,48,64,0,0,15.4707458549165,1
18979,26,242,3,0,19.154237349988872,1
18980,43,1,1,1,17.77022146065672,1
18981,40,143,4,1,32.03027369229646,1
18982,34,97,3,1,24.770472104409617,0
18983,25,60,0,0,12.252123760407962,0
18984,27,122,0,0,22.512967081594823,0
18985,37,335,3,1,19.811275801899253,1
18986,20,143,2,0,12.662101012950414,1
18987,36,141,1,0,17.876733140977603,0
18988,40,178,2,1,17.386226380777096,0
18989,44,287,0,1,22.81927904773079,1
18990,21,320,1,0,20.093523103017912,1
18991,48,40,5,1,26.548133156404756,0
18992,51,178,2,1,11.765043613906984,0
18993,39,90,3,0,20.358643585977084,1
18994,24,88,2,0,29.35575491787145,1
18995,31,108,3,1,31.450688202350758,1
18996,34,79,3,1,27.47560555970698,0
18997,37,225,2,1,16.996428356789743,0
18998,35,283,0,0,15.422185419280133,0
18999,37,267,1,1,20.854411073326652,1
19000,34,104,2,1,24.206998403970818,0
19001,37,11,1,1,14.167297667277483,1
19002,30,50,4,1,21.671620111508204,1
19003,31,73,2,1,25.047169673175873,0
19004,29,69,2,1,33.42309626462564,0
19005,54,110,2,0,15.923030933328294,0
19006,49,120,4,1,36.320032792254494,0
19007,40,247,0,0,5.049267891960341,0
19008,48,242,2,0,23.57723311120215,1
19009,42,15,1,0,13.746027131464437,1
19010,36,221,0,0,8.321595617694282,1
19011,19,214,6,0,32.03560876088396,1
19012,32,294,1,1,22.504803323899047,1
19013,31,103,6,0,22.365361655105072,1
19014,23,283,2,1,26.678733094909216,0
19015,20,137,0,1,19.478532072270575,0
19016,39,180,2,0,15.652735467134063,1
19017,38,90,2,0,23.263609438334814,0
19018,23,161,3,0,26.173288072925935,1
19019,27,17,4,1,27.19663549296032,1
19020,46,160,1,1,17.47191680935886,0
19021,26,29,1,0,18.4019293211835,1
19022,36,26,1,1,21.72216138698032,0
19023,33,204,5,1,27.670501201746607,1
19024,40,244,1,1,16.726962889672976,0
19025,26,116,3,0,16.74977626661688,0
19026,35,150,1,0,13.494489165732361,1
19027,36,97,2,0,23.37234473585565,1
19028,37,16,4,1,21.951729441529537,1
19029,35,336,3,1,26.622621517801377,0
19030,38,30,5,0,26.017926037289307,0
19031,56,251,2,0,12.707425098847835,0
19032,60,267,0,0,15.80379990874549,1
19033,28,235,2,1,25.00905143853556,1
19034,18,144,0,1,22.024218359635526,1
19035,40,61,3,1,24.608240950968103,1
19036,36,2,1,0,19.227753551106936,0
19037,45,78,2,1,23.228064462850536,1
19038,37,271,1,0,12.781335291098909,1
19039,35,24,4,1,30.394075062672638,0
19040,46,36,0,1,20.450492676899394,0
19041,47,66,1,0,13.973984714444136,1
19042,21,47,0,1,16.51482196594924,0
19043,26,226,5,1,26.96890618381652,1
19044,33,240,4,0,23.88444008546956,1
19045,35,357,1,0,15.17755340721869,1
19046,32,112,2,0,19.97762453527825,0
19047,39,166,2,0,22.359152903626523,1
19048,44,304,2,1,21.643796251301115,0
19049,52,213,0,1,13.683055596099264,1
19050,40,18,1,0,10.2501302695399,1
19051,26,342,3,1,25.546170207733457,1
19052,33,283,2,0,18.428133070352157,1
19053,34,56,3,0,31.139955344126385,1
19054,40,357,2,0,23.881965955375094,0
19055,38,314,9,0,31.04827960584146,1
19056,55,128,2,1,18.783875376400626,0
19057,30,253,1,1,21.404328125774693,1
19058,38,12,0,1,16.454574775579708,1
19059,58,339,3,1,23.64122822926123,1
19060,29,354,0,0,9.726161873706566,1
19061,36,123,1,1,26.36549598560036,0
19062,25,165,2,0,23.51996618042233,1
19063,35,351,4,1,25.005125425633786,0
19064,27,142,4,1,30.993557897989913,1
19065,45,271,3,0,20.821036283765157,0
19066,36,159,2,0,20.64086402223542,1
19067,25,325,1,1,21.485762923659784,0
19068,43,132,0,1,18.70264769977716,1
19069,36,226,2,1,24.790530894114028,1
19070,44,48,0,0,17.333715271833693,0
19071,23,28,3,1,28.343290573678175,1
19072,38,240,2,0,19.291855038680623,0
19073,42,61,3,0,19.61670799611856,1
19074,30,325,1,1,17.791248145367934,1
19075,22,195,3,0,23.55437810836223,0
19076,34,338,2,0,14.4703391316154,1
19077,47,20,1,0,22.772369701760713,1
19078,46,243,2,1,10.283221120233197,0
19079,30,213,1,1,18.819619434246565,1
19080,22,97,1,0,13.261548311486756,0
19081,30,287,2,0,25.135332620803883,0
19082,30,11,4,1,34.4680849320387,1
19083,39,208,1,1,18.016684422924968,1
19084,33,129,2,1,20.87095760611951,0
19085,27,343,0,1,21.900416660189915,1
19086,46,48,0,1,26.797866603179273,1
19087,36,25,1,0,10.468737974009498,0
19088,39,301,6,0,23.862416514266698,0
19089,18,3,4,1,22.469578350082113,1
19090,18,237,3,0,19.297551637962098,0
19091,20,4,3,0,20.20952159925706,1
19092,30,202,3,0,28.917153853302576,0
19093,40,131,1,1,31.74378490782377,1
19094,18,119,3,1,25.523275915843225,1
19095,50,178,2,1,15.563270352314166,1
19096,36,256,0,1,15.629439708290176,0
19097,48,64,0,1,4.59104705076987,0
19098,26,41,2,1,26.033296708641114,0
19099,40,133,3,0,20.663761420052897,1
19100,35,111,0,1,14.047001132394554,1
19101,43,195,6,1,27.90551342671039,0
19102,32,158,1,1,18.184164223177426,0
19103,39,259,0,1,13.780109238960007,0
19104,46,364,1,0,11.024500346883134,1
19105,28,13,0,0,16.748184972092513,0
19106,37,194,2,0,23.379029879949456,0
19107,18,167,2,0,15.024003073854056,1
19108,42,305,3,0,22.651983478362986,1
19109,54,128,2,1,27.82549132722999,1
19110,22,71,1,1,23.361131081527034,0
19111,34,102,1,0,14.550813391464319,1
19112,43,64,2,1,28.120536828994496,0
19113,35,23,1,1,17.2917024309253,1
19114,36,263,2,1,20.066289844668518,0
19115,31,195,1,0,17.864693521785856,0
19116,30,187,2,1,21.575658918149884,0
19117,34,172,1,0,13.271290210221773,1
19118,35,146,1,1,16.956834618884958,1
19119,23,233,3,0,15.893964270457591,1
19120,34,226,0,0,13.441160301109695,0
19121,50,286,1,0,9.73457307203694,1
19122,30,329,1,0,16.136651225221208,1
19123,22,312,4,0,23.918789087962224,1
19124,33,10,2,0,23.82954547760411,1
19125,27,308,3,1,22.887589459295206,0
19126,21,243,2,1,26.797477862636246,0
19127,36,157,1,1,24.35760490994058,1
19128,27,78,0,1,19.227094478196936,1
19129,28,70,1,1,25.678611975286806,0
19130,36,325,3,0,22.187187396563594,0
19131,19,119,1,0,28.604081489717963,1
19132,18,277,1,1,17.563806231385833,0
19133,41,4,4,0,28.276363807745557,1
19134,18,134,2,1,27.274052796153622,1
19135,25,210,0,0,18.883585744175893,1
19136,18,200,0,1,27.792791114018947,0
19137,30,44,1,0,17.15777088819847,0
19138,39,65,5,1,27.635611240776402,1
19139,36,165,2,1,18.135615982567586,1
19140,58,215,3,0,16.530895942062504,1
19141,45,100,3,0,17.575959922914286,0
19142,25,35,1,0,20.828451887212186,1
